location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes,intervention_raw
Mandela Pkwy between 13th and 14th,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 13th and 14th, Oakland, CA",37.810359125000005,-122.2917816,overpass_midpoint,,Closure
Mandela Pkwy between 14th St and 15th St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 14th Street and 15th Street, Oakland, CA",37.811198575000006,-122.2914911,overpass_midpoint,,Closure
Mandela Pkwy between 15th St and 16th St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 15th Street and 16th Street, Oakland, CA",37.8119322,-122.291205625,overpass_midpoint,,Closure
Mandela Pkwy between 16th St and 17th St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 16th Street and 17th Street, Oakland, CA",37.812666,-122.290919125,overpass_midpoint,,Closure
Mandela Pkwy between 17th St and 18th St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 17th Street and 18th Street, Oakland, CA",37.813401775,-122.29064455,overpass_midpoint,,Closure
Mandela Pkwy between 18th St and 20th St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 18th Street and 20th Street, Oakland, CA",37.814488275,-122.290159325,overpass_midpoint,,Closure
Mandela Pkwy between 20th St and W Grand Ave,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 20th Street and West Grand Avenue, Oakland, CA",37.8160288375,-122.289656,overpass_midpoint,,Closure
W Grand Ave between Mandela Pkwy & Kirkham St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Mandela Parkway & Kirkham Street, Oakland, CA",37.8166622125,-122.2887439,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
W Grand Ave between Kirkham St & Poplar St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Kirkham Street & Poplar Street, Oakland, CA",37.816385075,-122.2875943,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
W Grand between Union St & Poplar St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Union Street & Poplar Street, Oakland, CA",37.8161652,-122.286625875,overpass_midpoint,,Closure
W Grand between Adeline St & Union St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Adeline Street & Union Street, Oakland, CA",37.81580875,-122.285060625,overpass_midpoint,,Closure
14th St between Center St and Mandela Pkwy,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,named_place,"14th Street between Center Street and Mandela Parkway, Oakland, CA",37.8109639,-122.2921203,manual_input,manual_input,Closure
14th St between Mandela Pkwy and Kirkham Ct,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Mandela Parkway and Kirkham Court, Oakland, CA",37.81081145,-122.2915419,overpass_endpoint_cross1,,Closure
14th St between Mandela Pkwy and Poplar St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Mandela Parkway and Poplar Street, Oakland, CA",37.81026305,-122.2892971,overpass_endpoint_cross2,,Closure
14th St between Poplar St and Union St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Poplar Street and Union Street, Oakland, CA",37.810151875,-122.2888123,overpass_midpoint,,Closure
14th St between Union St & Magnolia St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Union Street & Magnolia Street, Oakland, CA",37.809922175,-122.287805925,overpass_midpoint,,Closure
14th St between Magnolia St & Adeline St,D3,High,"April 21, 2025","April 25, 2025",2025-04-21,2025-04-25,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Magnolia Street & Adeline Street, Oakland, CA",37.809674775,-122.286719625,overpass_midpoint,,Closure
Bernhardt Dr between Foster Ave and Ghormley Ave,D6,High,"April 16, 2025","April 18, 2025",2025-04-16,2025-04-18,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bernhardt Drive between Foster Avenue and Ghormley Avenue, Oakland, CA",37.7304575,-122.1866451,overpass_midpoint,,Closure
Bernhardt Dr between Ghormley Ave and Hunter Ave,D6,High,"April 16, 2025","April 18, 2025",2025-04-16,2025-04-18,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bernhardt Drive between Ghormley Avenue and Hunter Avenue, Oakland, CA",37.729999250000006,-122.18624565,overpass_midpoint,,Closure
Bernhardt Dr between Hunter Ave and Isleton Ave,D6,High,"April 16, 2025","April 18, 2025",2025-04-16,2025-04-18,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bernhardt Drive between Hunter Avenue and Isleton Avenue, Oakland, CA",37.729539200000005,-122.1858313,overpass_midpoint,,Closure
Bernhardt Dr between Islenton Ave and Kerwin Ave,D6,High,"April 16, 2025","April 18, 2025",2025-04-16,2025-04-18,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bernhardt Drive between Islenton Avenue and Kerwin Avenue, Oakland, CA",37.7288324,-122.1852166,overpass_endpoint_cross2,,Closure
Bernhardt Dr between Saint Elmo Dr and Foster Ave,D6,High,"April 16, 2025","April 18, 2025",2025-04-16,2025-04-18,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bernhardt Drive between Saint Elmo Drive and Foster Avenue, Oakland, CA",37.7321468,-122.1867657,overpass_endpoint_cross1,,Closure
San Leandro St between 54th Ave & Seminary Ave,D6,High,"April 15, 2025","April 16, 2025",2025-04-15,2025-04-16,1,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 54th Avenue & Seminary Avenue, Oakland, CA",37.7625948,-122.20758040000001,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Wood St between 26th St and 32nd St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between 26th Street and 32nd Street, Oakland, CA",37.822238675,-122.290669375,overpass_midpoint,,Closure
Mandela Pkwy between 18th St and 20th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 18th Street and 20th Street, Oakland, CA",37.814488275,-122.290159325,overpass_midpoint,,Closure
Mandela Pkwy between 12th St and 13th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 12th Street and 13th Street, Oakland, CA",37.8095162,-122.292072975,overpass_midpoint,,Closure
Mandela Pkwy between 17th St and 18th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 17th Street and 18th Street, Oakland, CA",37.813401775,-122.29064455,overpass_midpoint,,Closure
Mandela Pkwy between 16th St and 17th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 16th Street and 17th Street, Oakland, CA",37.812666,-122.290919125,overpass_midpoint,,Closure
Mandela Pkwy between 15th St and 16th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 15th Street and 16th Street, Oakland, CA",37.8119322,-122.291205625,overpass_midpoint,,Closure
Mandela Pkwy between 14th St and 15th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 14th Street and 15th Street, Oakland, CA",37.811198575000006,-122.2914911,overpass_midpoint,,Closure
Mandela Pkwy between 13th and 14th,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 13th and 14th, Oakland, CA",37.810359125000005,-122.2917816,overpass_midpoint,,Closure
W Grand Ave between Kirkham St & Poplar St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Kirkham Street & Poplar Street, Oakland, CA",37.816385075,-122.2875943,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
W Grand Ave between Mandela Pkwy & Kirkham St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Mandela Parkway & Kirkham Street, Oakland, CA",37.8166622125,-122.2887439,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Mandela Pkwy between 20th St and W Grand Ave,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 20th Street and West Grand Avenue, Oakland, CA",37.8160288375,-122.289656,overpass_midpoint,,Closure
W Grand between Union St & Poplar St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Union Street & Poplar Street, Oakland, CA",37.8161652,-122.286625875,overpass_midpoint,,Closure
W Grand between Adeline St & Union St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Adeline Street & Union Street, Oakland, CA",37.81580875,-122.285060625,overpass_midpoint,,Closure
14th St between Center St and Mandela Pkwy,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,named_place,"14th Street between Center Street and Mandela Parkway, Oakland, CA",37.8109639,-122.2921203,manual_input,manual_input,Closure
14th St between Mandela Pkwy and Kirkham Ct,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Mandela Parkway and Kirkham Court, Oakland, CA",37.81081145,-122.2915419,overpass_endpoint_cross1,,Closure
14th St between Mandela Pkwy and Poplar St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Mandela Parkway and Poplar Street, Oakland, CA",37.81026305,-122.2892971,overpass_endpoint_cross2,,Closure
14th St between Poplar St and Union St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Poplar Street and Union Street, Oakland, CA",37.810151875,-122.2888123,overpass_midpoint,,Closure
14th St between Union St & Magnolia St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Union Street & Magnolia Street, Oakland, CA",37.809922175,-122.287805925,overpass_midpoint,,Closure
14th St between Magnolia St & Adeline St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"14th Street between Magnolia Street & Adeline Street, Oakland, CA",37.809674775,-122.286719625,overpass_midpoint,,Closure
Northgate Ave between W Grand Ave and 23rd St,D3,High,"April 14, 2025","April 14, 2025",2025-04-14,2025-04-14,0,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between West Grand Avenue and 23rd Street, Oakland, CA",37.8126610125,-122.2712309625,overpass_midpoint,,Closure
Northgate Ave between 23rd St and 24th St,D3,High,"April 14, 2025","April 14, 2025",2025-04-14,2025-04-14,0,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 23rd Street and 24th Street, Oakland, CA",37.8134108,-122.27082385,overpass_midpoint,,Closure
Northgate Ave between 24th St & 25th St,D3,High,"April 14, 2025","April 14, 2025",2025-04-14,2025-04-14,0,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 24th Street & 25th Street, Oakland, CA",37.81380935,-122.27057305,overpass_endpoint_cross1,,Closure
Northgate between Sycamore St & 27th St,D3,High,"April 14, 2025","April 14, 2025",2025-04-14,2025-04-14,0,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate between Sycamore Street & 27th Street, Oakland, CA",37.8160744625,-122.2703308375,overpass_midpoint,,Closure
Northgate Ave between 25th St & Sycamore St,D3,High,"April 14, 2025","April 14, 2025",2025-04-14,2025-04-14,0,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 25th Street & Sycamore Street, Oakland, CA",37.8150188,-122.27027,overpass_midpoint,,Closure
Washington St between 4th St and 5th St,D3,High,"April 14, 2025","April 15, 2025",2025-04-14,2025-04-15,1,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 4th Street and 5th Street, Oakland, CA",37.7982736,-122.27651485,overpass_midpoint,,Closure
5th St between Clay St and Washingston St,D3,High,"April 14, 2025","April 15, 2025",2025-04-14,2025-04-15,1,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"5th Street between Clay Street and Washingston Street, Oakland, CA",37.7990855,-122.2774753,overpass_endpoint_cross1,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
5th St between Washingston St & Broadway,D3,High,"April 14, 2025","April 15, 2025",2025-04-14,2025-04-15,1,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"5th Street between Washingston Street & Broadway, Oakland, CA",37.798140149999995,-122.275071,overpass_endpoint_cross2,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Wood St between W Grand Ave and 24th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between West Grand Avenue and 24th Street, Oakland, CA",37.8195414,-122.292816475,overpass_midpoint,,Closure
Wood St between 24th St and 26th St,D3,High,"April 14, 2025","April 18, 2025",2025-04-14,2025-04-18,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between 24th Street and 26th Street, Oakland, CA",37.82096025,-122.29168375,overpass_midpoint,,Closure
Adeline St between 19th St & 21st St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 19th Street & 21st Street, Oakland, CA",37.81386315,-122.2845936,overpass_midpoint,,Closure
21st St between Chestnut St & Adeline St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"21st Street between Chestnut Street & Adeline Street, Oakland, CA",37.8144197,-122.2843925,overpass_endpoint_cross2,,Closure
21st St between Adeline St & Union St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"21st Street between Adeline Street & Union Street, Oakland, CA",37.81466185,-122.2854707,overpass_midpoint,,Closure
21st St between Union St and Poplar St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"21st Street between Union Street and Poplar Street, Oakland, CA",37.81501735,-122.28703905,overpass_midpoint,,Closure
10th St between Fallon St & East Dr,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"10th Street between Fallon Street & East Drive, Oakland, CA",37.79736,-122.26220645,overpass_midpoint,,Closure
10th St and E 10th St between East Dr & 2nd Ave,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"10th Street and E 10th Street between East Drive & 2nd Avenue, Oakland, CA",37.7961912,-122.2595015,manual_input,manual_input,Closure
E 10th St between 2nd Ave & 4th Ave,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 10th Street between 2nd Avenue & 4th Avenue, Oakland, CA",37.79521025,-122.2583402,overpass_midpoint,,Closure
E 10th St between 4th Ave & 5th Ave,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 10th Street between 4th Avenue & 5th Avenue, Oakland, CA",37.79411205,-122.2570942,overpass_midpoint,,Closure
E 10th St between 5th Ave & 6th Ave,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 10th Street between 5th Avenue & 6th Avenue, Oakland, CA",37.7933809,-122.25625495,overpass_midpoint,,Closure
E 10th St Bridge underpass near Channel Park,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,named_place,"E 10th Street Bridge underpass near Channel Park, Oakland, CA",37.7963332,-122.2596488,manual_input,manual_input,Closure
7th St & E 8th St between Fallon St & 6th Ave,D2,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"7th Street & E 8th Street between Fallon Street & 6th Avenue, Oakland, CA",37.7950927,-122.2651654,manual_input,manual_input,Closure
21st St between Linden St and Chestnut St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"21st Street between Linden Street and Chestnut Street, Oakland, CA",37.8141086,-122.2827507,overpass_midpoint,,Closure
W Grand between Linden St & Adeline St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Linden Street & Adeline Street, Oakland, CA",37.815319,-122.2829097,overpass_midpoint,,Closure
W Grand between Adeline St & Union St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Adeline Street & Union Street, Oakland, CA",37.81580875,-122.285060625,overpass_midpoint,,Closure
W Grand between Union St & Poplar St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Union Street & Poplar Street, Oakland, CA",37.8161652,-122.286625875,overpass_midpoint,,Closure
Union St between 21st St & W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Union Street between 21st Street & West Grand Avenue, Oakland, CA",37.81547865,-122.28634235,overpass_midpoint,,Closure
Union St between 19th St & 21st St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Union Street between 19th Street & 21st Street, Oakland, CA",37.8143553,-122.28674355,overpass_midpoint,,Closure
19th St between Union St and Adeline St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"19th Street between Union Street and Adeline Street, Oakland, CA",37.8135566,-122.28586645,overpass_midpoint,,Closure
Poplar St between 21st St and W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 21st Street and West Grand Avenue, Oakland, CA",37.8157039,-122.287322575,overpass_midpoint,,Closure
Poplar St between 20th St and 21st St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 20th Street and 21st Street, Oakland, CA",37.814869,-122.28762005,overpass_midpoint,,Closure
Poplar St between 18th St and 20th St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 18th Street and 20th Street, Oakland, CA",37.81392685,-122.28795545,overpass_midpoint,,Closure
Adeline St between 21st St & W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 21st Street & West Grand Avenue, Oakland, CA",37.81499195,-122.284188975,overpass_midpoint,,Closure
Adeline St between 18th St & 19th St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 18th Street & 19th Street, Oakland, CA",37.81283565,-122.28496505,overpass_midpoint,,Closure
18th St between Mandela Pkwy & Poplar St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"18th Street between Mandela Parkway & Poplar Street, Oakland, CA",37.813498325,-122.2893109,overpass_midpoint,,Closure
18th St between Poplar St and Adeline St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"18th Street between Poplar Street and Adeline Street, Oakland, CA",37.81280555,-122.2866677,overpass_midpoint,,Closure
Linden St between 21St & W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Linden Street between 21St & West Grand Avenue, Oakland, CA",37.8150738,-122.28183395,overpass_endpoint_cross2,,Closure
Railroad Ave between Louisiana St and 85th Ave,D7,High,"April 03, 2025","April 04, 2025",2025-04-03,2025-04-04,1,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between Louisiana Street and 85th Avenue, Oakland, CA",37.74312075,-122.18805735,overpass_midpoint,,Closure
105th Ave between Russet St & San Leandro St,D7,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"105th Avenue between Russet Street & San Leandro Street, Oakland, CA",37.73536665,-122.174999075,overpass_midpoint,,Closure
San Leandro St between 106th Ave and 107th Ave,D7,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 106th Avenue and 107th Avenue, Oakland, CA",37.7347854,-122.17365745000001,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
San Leandro St between 105th Ave and 106th Ave,D7,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 105th Avenue and 106th Avenue, Oakland, CA",37.73523095,-122.174403825,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Bancroft between Hole St & Trask St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft between Hole Street & Trask Street, Oakland, CA",37.7712512,-122.1943096,overpass_endpoint_cross2,,Closure
55th Ave between Hilton St & Foothill Blvd,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"55th Avenue between Hilton Street & Foothill Boulevard, Oakland, CA",37.7723337,-122.196285,overpass_midpoint,,Closure
55th Ave between Bancroft Ave & Hilton St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"55th Avenue between Bancroft Avenue & Hilton Street, Oakland, CA",37.77184375,-122.19695495,overpass_midpoint,,Closure
Trask St between Foothill Blvd and Bancroft Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Trask Street between Foothill Boulevard and Bancroft Avenue, Oakland, CA",37.771930350000005,-122.19510885,overpass_midpoint,,Closure
Foothill blvd between Trask St and 57th Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill blvd between Trask Street and 57th Avenue, Oakland, CA",37.77241375,-122.19489225,overpass_midpoint,,Closure
57th Ave between Foothill Blvd and Bancroft Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"57th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",37.7717346,-122.194093,overpass_midpoint,,Closure
Hilton St between 55th Ave and Bancroft Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hilton Street between 55th Avenue and Bancroft Avenue, Oakland, CA",37.77176745,-122.1963521,overpass_midpoint,,Closure
