location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes,intervention_raw
MLK between San Pablo Ave & W Grand Ave,D3,High,"August 05, 2021","August 05, 2021",2021-08-05,2021-08-05,0,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between San Pablo Avenue & West Grand Avenue, Oakland, CA",37.81150625,-122.27303013333332,overpass_midpoint,,Closure
San Pablo Ave between W Grand Ave & MLK,D3,High,"August 05, 2021","August 05, 2021",2021-08-05,2021-08-05,0,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.811615875,-122.27364385833332,overpass_midpoint,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"August 05, 2021","August 05, 2021",2021-08-05,2021-08-05,0,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.812659625,-122.273394625,overpass_midpoint,,Closure
MLK between 23rd & 24th,D3,High,"August 05, 2021","August 05, 2021",2021-08-05,2021-08-05,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 23rd & 24th, Oakland, CA",37.813850375,-122.2724512,overpass_midpoint,,Deep Cleaning
MLk between W Grand Ave & 23rd,D3,High,"August 05, 2021","August 05, 2021",2021-08-05,2021-08-05,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",37.812985725,-122.27266975,overpass_midpoint,,Deep Cleaning
692 Baldwin,D7,High,"August 04, 2021","August 04, 2021",2021-08-04,2021-08-04,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,address,"692 Baldwin, Oakland, CA",37.7465766,-122.1941628,nominatim,,Deep Cleaning
E 12th Remainder Parcel: Adjacent to LML,D2,High,"August 02, 2021","August 03, 2021",2021-08-02,2021-08-03,1,2021,8,2021-08,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"E 12th Remainder Parcel, Oakland, CA",37.7978215,-122.2578587,manual_input,manual_input,Partial Closure
Pine Knoll Park,D2,High,"July 29, 2021","July 29, 2021",2021-07-29,2021-07-29,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Pine Knoll Park, Oakland, CA",37.8019296,-122.2539806,nominatim,,Deep Cleaning
Fitzgerald Park,D3,High,"July 28, 2021","July 28, 2021",2021-07-28,2021-07-28,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,True,False,False,,named_place,"Fitzgerald Park, Oakland, CA",37.825781,-122.2827379,nominatim,,Deep Cleaning (UNABLE TO BE EXECUTED)
14th Avenue between East 33rd and MacArthur,D5,Low,"July 27, 2021","July 27, 2021",2021-07-27,2021-07-27,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"14th Avenue between East 33rd and MacArthur, Oakland, CA",37.8001023,-122.2275383,overpass_endpoint_cross1,,Deep Cleaning
Snow Park,D3,High,"July 26, 2021","July 26, 2021",2021-07-26,2021-07-26,0,2021,7,2021-07,pre_grants_pass,Partial Closure,,False,False,False,False,play structure,named_place,"Snow Park, Oakland, CA",37.8070652,-122.2642578,nominatim,,Partial Closure at Play Structure
85th Avenue between Baldwin St and Enterprise Way,D7,High,"July 22, 2021","July 22, 2021",2021-07-22,2021-07-22,0,2021,7,2021-07,pre_grants_pass,Closure,,False,False,False,False,,intersection,"85th Avenue between Baldwin Street and Enterprise Way, Oakland, CA",37.742962649999996,-122.19163355,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Webster St between 36th St and 37th St,D3,High,"July 21, 2021","July 21, 2021",2021-07-21,2021-07-21,0,2021,7,2021-07,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Webster Street between 36th Street and 37th Street, Oakland, CA",37.824551,-122.2618262,overpass_endpoint_cross2,,Closure
3902 Manila Ave/Manila between 38th & 40th St,D1,High,"July 20, 2021","July 20, 2021",2021-07-20,2021-07-20,0,2021,7,2021-07,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,east side; west side; includes partial closure,address,"3902 Manila Avenue, Oakland, CA",37.8273801,-122.2581141,nominatim,,"Closure (West Side),  Deep Cleaning (East Side), Partial Closure (East Side directly in front of homes)"
Leet Drive,D7,High,"July 15, 2021","July 15, 2021",2021-07-15,2021-07-15,0,2021,7,2021-07,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,northside; southside,named_place,"Leet Drive, Oakland, CA",37.7340044,-122.1999843,nominatim,,Deep Cleaning (Southside) & Closure (Northside)
Walkway behind Piedmont Place Hotel,D1,High,"July 14, 2021","July 14, 2021",2021-07-14,2021-07-14,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Walkway behind Piedmont Place Hotel, Oakland, CA",37.82096,-122.25489,manual_input,manual_input,Deep Cleaning
Santa Clara between Harrison St and Kepmton Way,D3,High,"July 14, 2021","July 14, 2021",2021-07-14,2021-07-14,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Santa Clara between Harrison Street and Kepmton Way, Oakland, CA",37.81958015,-122.2544745,overpass_endpoint_cross1,,Deep Cleaning at Santa Clara & Harrison/ Macarthur
6th St between Alice St and Jackson St,D2,High,"July 13, 2021","July 13, 2021",2021-07-13,2021-07-13,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"6th Street between Alice Street and Jackson Street, Oakland, CA",37.79673135,-122.2692714,overpass_midpoint,,Deep Cleaning at 6th Street between Alice & Jackson  & Fire Lane Enforcement
27th St. between Northgate south/north on the Northside of the street,D3,Low,"July 07, 2021","July 08, 2021",2021-07-07,2021-07-08,1,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,both sides,intersection,"27th Street. between Northgate south, Oakland, CA",37.8168544,-122.2703354,manual_input,manual_input,Deep Cleaning both sides of the street
Sycamore between Northgate and MLK,D3,Low,"July 07, 2021","July 08, 2021",2021-07-07,2021-07-08,1,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,both sides,intersection,"Sycamore between Northgate and Martin Luther King Jr Boulevard, Oakland, CA",37.8155337,-122.27111385,overpass_midpoint,,Deep Cleaning both sides of the street
Vallejo & Stanford,D1,High,"July 06, 2021","July 06, 2021",2021-07-06,2021-07-06,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Vallejo & Stanford, Oakland, CA",37.83978,-122.28556,manual_input,manual_input,Deep Cleaning
Median at Mandela Parkway and 28th Street,D3,High,"July 01, 2021","July 01, 2021",2021-07-01,2021-07-01,0,2021,7,2021-07,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Median at Mandela Parkway and 28th Street, Oakland, CA",37.82179205,-122.28900445,overpass_direct,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
28th Street between Ettie and Mandela Parkway,D3,High,"July 01, 2021","July 01, 2021",2021-07-01,2021-07-01,0,2021,7,2021-07,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"28th Street between Ettie and Mandela Parkway, Oakland, CA",37.821621725,-122.288197775,overpass_midpoint,,Deep Cleaning
City Lot - 73rd Ave. and San Leandro city property under the Bart tram to the airport,D7,High,"June 30, 2021","June 30, 2021",2021-06-30,2021-06-30,0,2021,6,2021-06,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"City Lot - 73rd Avenue. and San Leandro city property under the Bart tram to the airport, Oakland, CA",37.7546043,-122.1943526,manual_input,manual_input,Deep Cleaning
21st & Filbert,D3,High,"June 29, 2021","June 29, 2021",2021-06-29,2021-06-29,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,named_place,"21st & Filbert, Oakland, CA",37.8003832,-122.2860235,nominatim,,Closure
Downtown Oakland Senior Center,D3,High,"June 28, 2021","June 28, 2021",2021-06-28,2021-06-28,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,building only,named_place,Downtown Oakland Senior Center,37.8114137,-122.2612951,nominatim,,Closure (Building Only)
Rockridge Temescal/North Frog Park,D1,High,"June 28, 2021","June 28, 2021",2021-06-28,2021-06-28,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Rockridge Temescal, Oakland, CA",37.8403434,-122.2585015,nominatim,,Closure
3326 Chestnut / Chestnut between 32nd - 34th,D3,High,"June 24, 2021","June 24, 2021",2021-06-24,2021-06-24,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,address,"3326 Chestnut, Oakland, CA",37.8247739,-122.2792074,nominatim,,Closure
Dover St between 44th and 45th,D1,High,"June 23, 2021","June 23, 2021",2021-06-23,2021-06-23,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Dover Street between 44th and 45th, Oakland, CA",37.8324765,-122.2654015,overpass_endpoint_cross1,,Closure
Poplar between 18th St and 20th St,D3,High,"June 22, 2021","June 22, 2021",2021-06-22,2021-06-22,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Poplar between 18th Street and 20th Street, Oakland, CA",37.81392685,-122.28795545,overpass_midpoint,,Closure
Broadway between 5th and 6th,D2,High,"June 21, 2021","June 21, 2021",2021-06-21,2021-06-21,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,west side,intersection,"Broadway between 5th and 6th, Oakland, CA",37.798467599999995,-122.2748662,overpass_midpoint,,Closure (West Side Only)
2nd & Brush,D3,Low,"June 21, 2021","June 21, 2021",2021-06-21,2021-06-21,0,2021,6,2021-06,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"2nd & Brush, Oakland, CA",37.8107907,-122.276404,nominatim,,Deep Cleaning
Wood St between W Grand Ave and 24th St,D3,High,"June 15, 2021","June 16, 2021",2021-06-15,2021-06-16,1,2021,6,2021-06,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,,intersection,"Wood Street between West Grand Avenue and 24th Street, Oakland, CA",37.8195414,-122.292816475,overpass_midpoint,,Partial Closure/Deep Cleaning
Wood Street between 24th St and Willow St,D3,High,"June 15, 2021","June 16, 2021",2021-06-15,2021-06-16,1,2021,6,2021-06,pre_grants_pass,Partial Closure,,False,False,False,False,,intersection,"Wood Street between 24th Street and Willow Street, Oakland, CA",37.8202462,-122.292247,overpass_endpoint_cross1,,Partial Closure
Median at 6th & Jackson,D2,High,"June 14, 2021","June 14, 2021",2021-06-14,2021-06-14,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Median at 6th & Jackson, Oakland, CA",37.7964897,-122.2687412,manual_input,manual_input,Closure
Independent Loop,D6,High,"June 14, 2021","June 14, 2021",2021-06-14,2021-06-14,0,2021,6,2021-06,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Independent Loop, Oakland, CA",37.7555065,-122.2086466,manual_input,manual_input,Partial Closure
Kirkham St between 5th & 7th St.,D3,Low,"June 10, 2021","June 10, 2021",2021-06-10,2021-06-10,0,2021,6,2021-06,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Kirkham Street between 5th & 7th Street, Oakland, CA",37.78261485,-122.3770673,overpass_midpoint,,Deep Cleaning
29th Avenue between E. 7th and Chapman,D5,High,"June 09, 2021","June 09, 2021",2021-06-09,2021-06-09,0,2021,6,2021-06,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"29th Avenue between East 7th and Chapman, Oakland, CA",37.77422515,-122.23396675,overpass_midpoint,,Deep Cleaning
Embarcadero between Dennison & Livingston,D5,High,"June 08, 2021","June 08, 2021",2021-06-08,2021-06-08,0,2021,6,2021-06,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Embarcadero between Dennison & Livingston, Oakland, CA",37.7800008,-122.2426662,overpass_midpoint,,Deep Cleaning
Frank Ogawa Plaza,D3,High,"June 07, 2021","June 07, 2021",2021-06-07,2021-06-07,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Frank Ogawa Plaza, Oakland, CA",37.8052097,-122.2716137,nominatim,,Closure
9809 Kitty Lane,D7,High,"June 03, 2021","June 03, 2021",2021-06-03,2021-06-03,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,address,"9809 Kitty Lane, Oakland, CA",37.7273119,-122.1965349,nominatim,,Closure
International Blvd between 96th Ave and 97th Ave,D7,High,"June 02, 2021","June 02, 2021",2021-06-02,2021-06-02,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,intersection,"International Boulevard between 96th Avenue and 97th Avenue, Oakland, CA",37.74541535,-122.171345975,overpass_midpoint,,Closure
Median at 96th & International,D7,High,"June 02, 2021","June 02, 2021",2021-06-02,2021-06-02,0,2021,6,2021-06,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Median at 96th & International Boulevard, Oakland, CA",37.7457834,-122.17157614999999,overpass_direct,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Santa Clara between Harrison St and Kepmton Way,D3,High,"May 27, 2021","May 27, 2021",2021-05-27,2021-05-27,0,2021,5,2021-05,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Santa Clara between Harrison Street and Kepmton Way, Oakland, CA",37.81958015,-122.2544745,overpass_endpoint_cross1,,Deep Cleaning
4th & MLK,D3,High,"May 26, 2021","May 26, 2021",2021-05-26,2021-05-26,0,2021,5,2021-05,pre_grants_pass,Other,,False,False,False,False,fire debris,named_place,"4th & Martin Luther King Jr Boulevard, Oakland, CA",,,nominatim_no_result,nominatim_no_result,"(Encampment Fire, KOCB Clean Debris)"
Mandela Parkway between 14th & 16th,D3,High,"May 26, 2021","May 26, 2021",2021-05-26,2021-05-26,0,2021,5,2021-05,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Mandela Parkway between 14th & 16th, Oakland, CA",37.811545075,-122.291256425,overpass_midpoint,,Deep Cleaning
7779 Pardee Lane,D7,High,"May 25, 2021","May 25, 2021",2021-05-25,2021-05-25,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,address,"7779 Pardee Lane, Oakland, CA",37.7422654,-122.2063338,nominatim,,Closure
5920 San Pablo / 59th�Street & San Pablo Ave�,D1,High,"May 24, 2021","May 24, 2021",2021-05-24,2021-05-24,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,address,"5920 San Pablo, Oakland, CA",37.8424963,-122.2833663,nominatim,,Closure
77th Ave between Rudsdale St and Hamilton St,D7,High,"May 20, 2021","May 20, 2021",2021-05-20,2021-05-20,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"77th Avenue between Rudsdale Street and Hamilton Street, Oakland, CA",37.7553685,-122.1877795,overpass_midpoint,,Closure
64th Ave between Brann St and Camden St,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"64th Avenue between Brann Street and Camden Street, Oakland, CA",37.7719958,-122.182662,overpass_midpoint,,Closure
Brann St between 62nd Ave and 64th Ave,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Brann Street between 62nd Avenue and 64th Avenue, Oakland, CA",37.7721692,-122.1839097,overpass_midpoint,,Closure
62nd Ave between Foothill Blvd and Brann St,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"62nd Avenue between Foothill Boulevard and Brann Street, Oakland, CA",37.77190395,-122.1856242,overpass_midpoint,,Closure
64th Ave between Foothill Blvd and Brann,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"64th Avenue between Foothill Boulevard and Brann, Oakland, CA",37.77118995,-122.18390685,overpass_midpoint,,Closure
Foothill Blvd between 63rd Ave and 64th Ave,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 63rd Avenue and 64th Avenue, Oakland, CA",37.7708438,-122.18500065,overpass_midpoint,,Closure
Foothill Blvd between 62nd Ave and 63rd Ave,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 62nd Avenue and 63rd Avenue, Oakland, CA",37.7709854,-122.1860932,overpass_midpoint,,Closure
Brann St between Camden St and 67th Ave,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Brann Street between Camden Street and 67th Avenue, Oakland, CA",37.77096185,-122.1806035,overpass_midpoint,,Closure
Brann St between 64th Ave and Camden St,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Brann Street between 64th Avenue and Camden Street, Oakland, CA",37.77135615,-122.18249725,overpass_midpoint,,Closure
Concordia Park,D6,High,"May 19, 2021","May 19, 2021",2021-05-19,2021-05-19,0,2021,5,2021-05,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Concordia Park, Oakland, CA",37.7726012,-122.1836629,nominatim,,Closure
